,author,title,datepublished,isbn13,Title,Author,PublishedDate,ISBN13
3110,,,,,Maestra,['L.S. Hilton'],2017,9780399184277
3111,,,,,Ultima,['LS Hilton'],2018,9781785760907
3112,,,,,Maestra,['LS Hilton'],2016,9781785760020
3113,,,,,DOMINA,['L. S. Hilton'],2017,9781785760853
3114,,,,,Domina,['LS Hilton'],2017,9781785760860
3115,,,,,Maestra,['L. S. Hilton'],2016,9781785760037
3116,,,,,All My Lovers' Wives,['L S Hilton'],2022,9782380354317
3117,,,,,Maestra 01,['L. S. Hilton'],2016,9783492060516
3118,,,,,Última,['L.S. Hilton'],2019,9788417541958
3119,,,,,Little Bitty Friends,['Elizabeth McPike'],2017,9780399549151
3120,,,,,Everything You,['Elizabeth McPike'],2017,9780374301415
3121,,,,,Little Sleepyhead,['Elizabeth McPike'],2016,9780399544842
3122,,,,,Everything You,['Elizabeth McPike'],2018,9780702260032
3123,,,,,Triple Moon,"['Melissa De la Cruz', 'Elizabeth McPike']",2015,9780399176845
3124,,,,,The Women of the Suffrage Movement,"['Jane Addams', 'Elizabeth Cady Stanton', 'Ida Husted Harper', 'Anna Howard Shaw', 'Millicent Garrett Fawcett', 'Emmeline Pankhurst', 'Alice Stone Blackwell']",2018,9788027242818
3125,,,,,The Complete History of Women's Suffrage – All 6 Volumes in One Edition (Illustrated Edition),"['Elizabeth Cady Stanton', 'Susan B. Anthony', 'Matilda Gage', 'Harriot Stanton Blatch', 'Ida H. Harper']",2017,9788027224807
3126,,,,,VOTES FOR WOMEN: Complete History of the Women's Suffrage Movement in U.S. (Including Biographies & Memoirs of Most Influential Suffragettes),"['Jane Addams', 'Elizabeth Cady Stanton', 'Ida Husted Harper', 'Anna Howard Shaw', 'Matilda Gage', 'Susan B. Anthony', 'Harriot Stanton Blatch', 'Alice Stone Blackwell']",2018,9788026884774
3127,,,,,Congressional Procedures and the Policy Process,"['Walter J. Oleszek', 'Mark J. Oleszek', 'Elizabeth Rybicki', 'Bill Heniff Jr.']",2015,9781506304311
3128,,,,,A Psalm for Lost Girls,['Katie Bayerl'],2018,9780399545276
3129,,,,,Terrestrial Mammal Conservation: Global Evidence for the Effects of Interventions for Terrestrial Mammals Excluding Bats and Primates,"['Nick A. Littlewood', 'Ricardo Rocha', 'Rebecca K. Smith', 'Philip A. Martin', 'Sarah L. Lockhart', 'Rebecca F. Schoonover', 'Elspeth Wilman', 'Andrew J. Bladon', 'Katie A. Sainsbury', 'Stuart Pimm', 'William J. Sutherland']",2020,9781800640863
3130,,,,,The First Wife,['Emily Barr'],2011,9780755351374
3131,,,,,The Truth and Lies of Ella Black,['Emily Barr'],2019,9780399547065
3132,,,,,The Life You Want,['Emily Barr'],2012,9780755388547
3133,,,,,The One Memory of Flora Banks,['Emily Barr'],2017,9780399547034
3134,,,,,The Everything Guide To The Blood Sugar Diet,['Emily Barr'],2015,9781440592553
3135,,,,,Blackout (Quick Reads 2014),['Emily Barr'],2014,9781472212481
3136,,,,,The Girl Who Came Out of the Woods,['Emily Barr'],2019,9780241345221
3137,,,,,Out of My Depth,['Emily Barr'],2006,9780755325443
3138,,,,,Backpacker,['Emily Barr'],2001,9789197334761
3139,,,,,The Way of Kings,['Brandon Sanderson'],2014,9780765376671
3140,,,,,Words of Radiance,['Brandon Sanderson'],2014,9781429949620
3141,,,,,Oathbringer,['Brandon Sanderson'],2017,9780765399830
3142,,,,,"The Stormlight Archive, Books 1-3",['Brandon Sanderson'],2018,9781250305411
3143,,,,,Warbreaker,['Brandon Sanderson'],2010,9780765360038
3144,,,,,Elantris,['Brandon Sanderson'],2015,9780765381026
3145,,,,,Cytonic,['Brandon Sanderson'],2021,9780399555855
3146,,,,,Arcanum Unbounded: The Cosmere Collection,['Brandon Sanderson'],2016,9780765391179
3147,,,,,Firefight,['Brandon Sanderson'],2016,9780385743594
3148,,,,,Rhythm of War,['Brandon Sanderson'],2020,9781429952040
3149,,,,,Dead Man Running,['Steve Hamilton'],2019,9780399574467
3150,,,,,The Lock Artist,['Steve Hamilton'],2010,9781429983440
3151,,,,,Let it Burn,['Steve Hamilton'],2013,9781250034526
3152,,,,,Winter of the Wolf Moon,['Steve Hamilton'],2007,9781429905084
3153,,,,,A Cold Day in Paradise,['Steve Hamilton'],2000,9781429905077
3154,,,,,A Stolen Season,['Steve Hamilton'],2007,9781429958660
3155,,,,,Night Work,['Steve Hamilton'],2007,9781429919777
3156,,,,,Ice Run,['Steve Hamilton'],2007,9781429974783
3157,,,,,North of Nowhere,['Steve Hamilton'],2010,9781429905107
3158,,,,,Misery Bay,['Steve Hamilton'],2011,9781429921053
3159,,,,,My Tiny Atlas,['Emily Nathan'],2019,9780399582264
3160,,,,,Coastlines,['Emily Nathan'],2022,9781984858344
3161,,,,,My Tiny Atlas,['Emily Nathan'],2020,9780525575504
3162,,,,,Keeping Kyrie,"['Emily Christensen', 'with', 'Nathan Christensen']",2016,9780997758801
3163,,,,,Finding Fraser,['kc dyer'],2016,9780399584367
3164,,,,,An Accidental Odyssey,['kc dyer'],2021,9780593102060
3165,,,,,Facing Fire,['kc dyer'],2010,9780307375957
3166,,,,,Shades of Red,['kc dyer'],2005,9781554886050
3167,,,,,Secret of Light,['kc dyer'],2003,9781770701601
3168,,,,,Seeds of Time,"['K. C. Dyer', 'Dyer Kc']",2002,9781550024142
3169,,,,,Ms. Zephyr's Notebook,['kc dyer'],2007,9781770702561
3170,,,,,Eighty Days to Elsewhere,['kc dyer'],2020,9780593102053
3171,,,,,Seeds of Time,['kc dyer'],2002,9781770701281
3172,,,,,Shades of Red,['kc dyer'],2017,9781525252198
3173,,,,,Lost and Gone Forever,['Alex Grecian'],2016,9780399176104
3174,,,,,The Harvest Man,['Alex Grecian'],2016,9780425282816
3175,,,,,The Blue Girl,['Alex Grecian'],2013,9781101626207
3176,,,,,The Yard,['Alex Grecian'],2013,9780425261279
3177,,,,,The Devil's Workshop,['Alex Grecian'],2015,9780425274859
3178,,,,,The Wolf,['Alex Grecian'],2018,9781405922418
3179,,,,,The Black Country,['Alex Grecian'],2014,9780425267738
3180,,,,,One Eye Open,['Alex Grecian'],2022,9781952203602
3181,,,,,Wolf The,['Alex Grecian'],2018,9780718189754
3182,,,,,Sneak Peek for Red Rabbit,['Alex Grecian'],2023,9781250340931
3183,,,,,Starry Eyes,['Jenn Bennett'],2019,9781481478816
3184,,,,,The Lady Rogue,['Jenn Bennett'],2019,9781534431997
3185,,,,,Chasing Lucky,['Jenn Bennett'],2020,9781534425170
3186,,,,,Always Jane,['Jenn Bennett'],2022,9781534482340
3187,,,,,Hate to Love You,['Jenn Bennett'],2021,9781534477391
3188,,,,,Bitter Spirits,['Jenn Bennett'],2014,9781101636374
3189,,,,,"Alex, Approximately",['Jenn Bennett'],2017,9781481478779
3190,,,,,Serious Moonlight,['Jenn Bennett'],2021,9781534425156
3191,,,,,Binding the Shadows,['Jenn Bennett'],2013,9781451695113
3192,,,,,Leashing the Tempest,['Jenn Bennett'],2012,9781451695076
3193,,,,,The Lovers (Mills & Boon Spice),['Eden Bradley'],2012,9781472008596
3194,,,,,The Lovers,['Eden Bradley'],2011,9781460884683
3195,,,,,Dangerously Bound,['Eden Bradley'],2014,9780425269626
3196,,,,,Night Moves,['Eden Bradley'],2010,9781460885093
3197,,,,,Soul Strangers,['Eden Bradley'],2012,9781460812822
3198,,,,,Dangerously Bad,['Eden Bradley'],2017,9780425269985
3199,,,,,Exotica,['Eden Bradley'],2013,9781448133512
3200,,,,,Fallen Angel,['Eden Bradley'],2013,9781488739217
3201,,,,,Forbidden Fruit,['Eden Bradley'],2012,9780753541357
3202,,,,,The Seduction of Valentine Day,['Eden Bradley'],2014,9781448133550
3203,,,,,Uncommon Pleasure,['Anne Calhoun'],2013,9781101595503
3204,,,,,Under His Hand,['Anne Calhoun'],2011,9781426857300
3205,,,,,The Muse,['Anne Calhoun'],2015,9780698175747
3206,,,,,Uncommon Passion,['Anne Calhoun'],2013,9780425262900
3207,,,,,Turn Me Loose,['Anne Calhoun'],2017,9781250084644
3208,,,,,The List,['Anne Calhoun'],2015,9780425276891
3209,,,,,Transcendent,['Anne Calhoun'],2015,9780698189782
3210,,,,,Working With Heat,['Anne Calhoun'],2015,9781460386101
3211,,,,,Evening Storm,['Anne Calhoun'],2015,9780698170766
3212,,,,,Afternoon Delight,['Anne Calhoun'],2014,9780698170759
3213,,,,,The Girl She Used to Be,['David Cristofano'],2009,9780446544276
3214,,,,,The Exceptions,['David Cristofano'],2012,9781455511112
3215,,,,,"Dziewczyna, ktora byla kiedys",['David Christofano'],2013,9788374702751
3216,,,,,The Kingdoms of Savannah,['George Dawes Green'],2022,9781250767431
3217,,,,,The Juror,['George Dawes Green'],2009,9780446562010
3218,,,,,Ravens,['George Dawes Green'],2009,9780446550925
3219,,,,,The Caveman's Valentine,['George Dawes Green'],2001,9780759521742
3220,,,,,The Caveman,['George Dawes Green'],1994,9780751507225
3221,,,,,The Moth,['Catherine Burns'],2013,9781401305963
3222,,,,,Jurado 224,['George Dawes Green'],1996,9788422658597
3223,,,,,This Is a True Story,['Catherine Burns'],2014,9781846689888
3224,,,,,Corvos,['George Dawes Green'],2011,9788562936678
3225,,,,,Jackpot,['George Dawes Green'],2014,9782253178507
3226,,,,,The Plus,['Greg Gutfeld'],2020,9781982149932
3227,,,,,The Bible of Unspeakable Truths,['Greg Gutfeld'],2010,9780446572019
3228,,,,,The King of Late Night,['Greg Gutfeld'],2023,9781501190759
3229,,,,,The Gutfeld Monologues,['Greg Gutfeld'],2019,9781501190735
3230,,,,,Not Cool,['Greg Gutfeld'],2015,9780804138550
3231,,,,,The Joy of Hate,['Greg Gutfeld'],2014,9780307986986
3232,,,,,How To Be Right,['Greg Gutfeld'],2015,9781101903629
3233,,,,,The Scorecard,['Greg Gutfeld'],1998,9780233993874
3234,,,,,The Scorecard at Work,['Greg Gutfeld'],1999,9780805058659
3235,,,,,The Scorecard,['Greg Gutfeld'],1997,9780805054507
3236,,,,,When Mockingbirds Sing,['Billy Coffey'],2013,9781401688219
3237,,,,,Steal Away Home,['Billy Coffey'],2018,9780718084455
3238,,,,,A Billy Coffey Collection,['Billy Coffey'],2015,9780718042790
3239,,,,,Some Small Magic,['Billy Coffey'],2017,9780718084431
3240,,,,,There Will Be Stars,['Billy Coffey'],2016,9780718026844
3241,,,,,The Curse of Crow Hollow,['Billy Coffey'],2015,9780718026806
3242,,,,,The Devil Walks in Mattingly,['Billy Coffey'],2014,9781401688240
3243,,,,,In the Heart of the Dark Wood,['Billy Coffey'],2014,9781401690106
3244,,,,,Snow Day,['Billy Coffey'],2010,9780446574778
3245,,,,,Paper Angels,['Billy Coffey'],2011,9781455505333
3246,,,,,When Light Breaks,['Patti Callahan Henry'],2006,9781101118054
3247,,,,,Where the River Runs,['Patti Callahan Henry'],2005,9781101118337
3248,,,,,The Favorite Daughter,['Patti Callahan Henry'],2019,9780399583148
3249,,,,,Friend Request,['Patti Callahan Henry'],2013,9781466840829
3250,,,,,Losing the Moon,['Patti Callahan Henry'],2020,9780593198087
3251,,,,,The Perfect Love Song,['Patti Callahan Henry'],2019,9780785226253
3252,,,,,The Art of Keeping Secrets,['Patti Callahan Henry'],2008,9780451223951
3253,,,,,Surviving Savannah,['Patti Callahan'],2022,9781984803771
3254,,,,,Between The Tides,['Patti Callahan Henry'],2007,9781101211007
3255,,,,,The Idea of Love,['Patti Callahan Henry'],2015,9781250040329
3256,,,,,I Regret Nothing,['Jen Lancaster'],2015,9780451471079
3257,,,,,Stories I'd Tell in Bars,['Jen Lancaster'],2017,9781521894415
3258,,,,,If You Were Here,['Jen Lancaster'],2011,9781101514474
3259,,,,,The Gatekeepers,['Jen Lancaster'],2017,9781488027826
3260,,,,,Housemoms,['Jen Lancaster'],2023,9781662512018
3261,,,,,By The Numbers,['Jen Lancaster'],2016,9780698167001
3262,,,,,The Best of Enemies,['Jen Lancaster'],2015,9780698166998
3263,,,,,Twisted Sisters,['Jen Lancaster'],2015,9780451471680
3264,,,,,Bitter is the New Black,['Jen Lancaster'],2006,9781101128404
3265,,,,,Here I Go Again,['Jen Lancaster'],2013,9781101598764
3266,,,,,Eternal Embers,['Tessa Adams'],2011,9781101536582
3267,,,,,Soulbound,['Tessa Adams'],2013,9780451415042
3268,,,,,Flamebound,['Tessa Adams'],2013,9781101621417
3269,,,,,Dark Embers,['Tessa Adams'],2010,9780451230584
3270,,,,,Hidden Embers,['Tessa Adams'],2011,9781101478998
3271,,,,,The Feminine Case,['Tessa Adams'],2018,9780429920776
3272,,,,,Forbidden Embers,['Tessa Adams'],2011,9780451234704
3273,,,,,Kathryn of Oak Hill Farm,['Tessa Adams'],1982,9780907877103
3274,,,,,Soulbound,['Tessa Adams'],2013,9781322790534
3275,,,,,Eternal Embers,['Tessa Adams'],2011,9781322772332
3276,,,,,Premonitions,['Jamie Schultz'],2014,9780698140691
3277,,,,,Splintered,['Jamie Schultz'],2015,9780698140929
3278,,,,,Sacrifices,['Jamie Schultz'],2016,9780698140936
3279,,,,,I Will Surely Multiply Your Offspring,['Jamie Viands'],2013,9781725247789
3280,,,,,The Book of X,['Sarah Rose Etter'],2019,9781937512828
3281,,,,,For All the Tea in China,['Sarah Rose'],2010,9781101190012
3282,,,,,Ripe,['Sarah Rose Etter'],2023,9781668011638
3283,,,,,D-Day Girls,['Sarah Rose'],2020,9780451495099
3284,,,,,No Right to Be Idle,['Sarah F. Rose'],2017,9781469624907
3285,,,,,The Phoenix Within,['Sarah Rose'],2020,9781644261897
3286,,,,,Transformed,['Sarah Rose'],2014,9781633380059
3287,,,,,Hivemind,['Sarah Rose Cavanagh'],2019,9781538713341
3288,,,,,Spiders of North America,['Sarah Rose'],2022,9780691175614
3289,,,,,The Spark of Learning,['Sarah Rose Cavanagh'],2016,9781943665334
3290,,,,,The Accident,['Chris Pavone'],2017,9781524763237
3291,,,,,The Expats,['Chris Pavone'],2016,9780451498946
3292,,,,,The Paris Diversion,['Chris Pavone'],2020,9781524761516
3293,,,,,The Travelers,['Chris Pavone'],2018,9781524763299
3294,,,,,Two Nights in Lisbon,['Chris Pavone'],2022,9780374604783
3295,,,,,The Accident,['Chris Pavone'],2014,9780571298969
3296,,,,,Two Nights in Lisbon,['Chris Pavone'],2022,9781803287294
3297,,,,,The Expats,['Chris Pavone'],2012,9781410448330
3298,,,,,The Wine Log,['Chris Pavone'],1999,9781558216860
3299,,,,,How to Think,['Alan Jacobs'],2017,9780451499608
3300,,,,,The Narnian,['Alan Jacobs'],2006,9780060872694
3301,,,,,The Book of Common Prayer,['Alan Jacobs'],2013,9780691154817
3302,,,,,A Theology Of Reading,['Alan Jacobs'],2018,9780429971143
3303,,,,,Original Sin,['Alan Jacobs'],2009,9780061846885
3304,,,,,How to Think,['Alan Jacobs'],2018,9781781259573
3305,,,,,Breaking Bread with the Dead,['Alan Jacobs'],2021,9781984878427
3306,,,,,The Pleasures of Reading in an Age of Distraction,['Alan Jacobs'],2011,9780199831678
3307,,,,,Me? I Kill People,[' Alan Jacobs'],2018,9781789016840
3308,,,,,The Year of Our Lord 1943,['Alan Jacobs'],2018,9780190864668
3309,,,,,The Reckoning,['Jacob Soll'],2014,9780465031528
3310,,,,,The Information Master,['Jacob Soll'],2011,9780472034642
3311,,,,,The Reckoning,['Jacob Soll'],2014,9781846146411
3312,,,,,Free Market,['Jacob Soll'],2022,9781541620230
3313,,,,,Publishing The Prince,['Jacob Soll'],2010,9780472025282
3314,,,,,O Ajuste de Contas,['Jacob Soll'],2014,9789892328683
3315,,,,,账簿与权力,['Jacob Soll'],2020,9787521708387
3316,,,,,Black Spartacus,['Sudhir Hazareesingh'],2020,9780374722166
3317,,,,,The Legend Of Napoleon,['Sudhir Hazareesingh'],2014,9781783781232
3318,,,,,How the French Think,['Sudhir Hazareesingh'],2015,9780465032495
3319,,,,,Intellectuals and the French Communist Party,['Sudhir Hazareesingh'],1991,9780198278702
3320,,,,,In the Shadow of the General,['Sudhir Hazareesingh'],2012,9780199913497
3321,,,,,From Subject to Citizen,['Sudhir Hazareesingh'],2014,9781400864744
3322,,,,,Intellectual Founders of the Republic,['Sudhir Hazareesingh'],2001,9780199247943
3323,,,,,The Saint-Napoleon,['Sudhir HAZAREESINGH'],2009,9780674038448
3324,,,,,Intellectual Founders of the Republic,['Sudhir Hazareesingh'],2001,9780191530142
3325,,,,,Life's Greatest Secret,['Matthew Cobb'],2015,9780465062669
3326,,,,,The Idea of the Brain,['Matthew Cobb'],2020,9781541646865
3327,,,,,Generation,['Matthew Cobb'],2008,9781608190010
3328,,,,,Eleven Days in August,['Matthew Cobb'],2013,9780857203199
3329,,,,,As Gods,['Matthew Cobb'],2022,9781541602847
3330,,,,,The Genetic Age,['Matthew Cobb'],2022,9781782838036
3331,,,,,Thinking Matter,['Matthew Cobb'],2020,9781781255896
3332,,,,,The Idea of the Brain,['Matthew Cobb'],2020,9781782832256
3333,,,,,What Is Real?,['Adam Becker'],2019,9781541698970
3334,,,,,Revival and Awakening,['Adam H. Becker'],2015,9780226145457
3335,,,,,Fear of God and the Beginning of Wisdom,['Adam H. Becker'],2013,9780812201208
3336,,,,,Can a Christian Divorce,['Adam Becker'],2016,9781329997042
3337,,,,,Divine Answers,['Adam Becker'],2023,9781312759329
3338,,,,,The Forgiving Path,['Adam Becker'],2023,9781312486041
3339,,,,,Are You Sure You're Going to Heaven?,['Adam Becker'],2008,9780557026241
3340,,,,,For Prophets Only,['Adam Becker'],2012,9781435719330
3341,,,,,Hunger Pains,"['Mary Pipher, PhD']",1997,9780345413932
3342,,,,,The Shelter of Each Other,"['Mary Pipher, PhD']",2008,9781101665893
3343,,,,,Seeking Peace,['Mary Bray Pipher'],2009,9781594488610
3344,,,,,A Life in Light,['Mary Pipher'],2022,9781635577594
3345,,,,,Letters to a Young Therapist,['Mary Pipher'],2016,9780465098958
3346,,,,,The Middle of Everywhere,['Mary Pipher'],2003,9780156027373
3347,,,,,The Green Boat,"['Mary Pipher, PhD']",2013,9781594485855
3348,,,,,Seeking Peace,"['Mary Pipher, PhD']",2010,9781594484407
3349,,,,,Women Rowing North,['Mary Pipher'],2019,9781632869623
3350,,,,,Another Country,['Mary Bray Pipher'],2000,9781568958286
3351,,,,,Strategic Project Management Made Simple,['Terry Schmidt'],2009,9780470411582
3352,,,,,Strategic Project Management Made Simple,['Terry Schmidt'],2021,9781119718154
3353,,,,,A Catholic Discovers,['Terry Schmidt'],2021,9781662803819
3354,,,,,Destination Thinking,"['Valerie MacLeod', 'Terry Schmidt']",2006,9780976013570
3355,,,,,The Forex Trading Course,['Abe Cofnas'],2015,9781118998687
3356,,,,,Trading Binary Options,['Abe Cofnas'],2016,9781119194194
3357,,,,,Sentiment Indicators,['Abe Cofnas'],2010,9780470879092
3358,,,,,The Forex Options Course,['Abe Cofnas'],2008,9780470466209
3359,,,,,Planet Forex,['Abe Cofnas'],2018,9783319929132
3360,,,,,Trading con opciones binarias,['Abe Cofnas'],2016,9788416583720
3361,,,,,外汇交易教程,['康福拉斯'],2016,9787111540687
3362,,,,,Trading Binary Options,['Abe Cofnas'],2011,9781118202722
3363,,,,,The Forex Trading Course,['Abe Cofnas'],2015,9781118998656
3364,,,,,The Forex Options Course,['Abe Cofnas'],2008,9780470243749
3365,,,,,Republican Jesus,['Tony Keddie'],2021,9780520385696
3366,,,,,Revelation and Material Religion in the Roman East,"['NATHAN. SMITH LEACH (DANIEL CHARLES. KEDDIE, TONY.)', 'Daniel Charles Smith', 'Tony Keddie']",2023,9781032382678
3367,,,,,Education and Training,"['Tony Lawson', 'Tim Heaton', 'Anne Brown']",2017,9781137106858
3368,,,,,Steam & Diesel Locomotive Servicing Terminals,['Tony Koester'],2018,9781627005272
3369,,,,,Making Sense of Problems in Primary Headship,"['Gerald Dunning', 'Tony Elliott']",2019,9781789739053
3370,,,,,Leadership and Literacy,"['Neil Dempster', 'Tony Townsend', 'Greer Johnson', 'Anne Bayetto', 'Susan Lovett', 'Elizabeth Stevens']",2017,9783319542980
3371,,,,,Theories of Educational Leadership and Management,['Tony Bush'],2020,9781529712827
3372,,,,,New Perspectives on State Socialism in China,"['Timothy Cheek', 'Tony Saich']",2016,9781315293516
3373,,,,,Designing & Building Multi-deck Model Railroads,['Tony Koester'],2008,9780890247419
3374,,,,,Continental Philosophy: A Very Short Introduction,"['Simon Critchley', 'Hans Jonas Professor of Philosophy Simon Critchley']",2001,9780192853592
3375,,,,,On Humour,['Simon Critchley'],2011,9781135199029
3376,,,,,Memory Theater,['Simon Critchley'],2015,9781590517406
3377,,,,,Bald,['Simon Critchley'],2021,9780300255966
3378,,,,,On Heidegger's Being and Time,"['Simon Critchley', 'Reiner Schürmann']",2008,9780415775960
3379,,,,,"Tragedy, the Greeks, and Us",['Simon Critchley'],2020,9780525564645
3380,,,,,The Hamlet Doctrine,"['Simon Critchley', 'Jamieson Webster']",2013,9781781682579
3381,,,,,On Bowie,['Simon Critchley'],2016,9781781257456
3382,,,,,The Book of Dead Philosophers,['Simon Critchley'],2009,9780307472632
3383,,,,,Impossible Objects,"['Simon Critchley', 'Carl Cederström', 'Todd Kesselman']",2013,9780745655109
3384,,,,,"ASP.NET Core in Action, Second Edition",['Andrew Lock'],2021,9781617298301
3385,,,,,Summit 8000,['Andrew Lock'],2016,9780522871067
3386,,,,,Master of Thin Air,['Andrew Lock'],2018,9781628729108
3387,,,,,Summit 8000,['Andrew Lock'],2014,9780522864304
3388,,,,,Asp.net Core in Action,['Andrew Lock'],2018,9781617294617
3389,,,,,"Machiavelli, Marketing and Management","['Phil Harris', 'Andrew Lock', 'Patricia Rees']",2000,9781134605675
3390,,,,,Walt Disney's Way: How to Build a Better Business Using the Magical Marketing Strategies of Walt Disney,['Andrew Lock'],2020,9780977744190
3391,,,,,"ASP.NET Core in Action, Third Edition",['Andrew Lock'],2023,9781633438620
3392,,,,,Out Front,"['Professor of Psychology Andrew Lock', 'Andrew Lock', 'Frontline Entreprenuers']",2012,9780985714321
3393,,,,,Diary of a Void,['Emi Yagi'],2023,9780143136880
3394,,,,,Diary of a Void,['Emi Yagi'],2022,9781473593367
3395,,,,,Diario de un vacío,['Emi Yagi'],2022,9788499989136
3396,,,,,Journal d'un vide,['Emi Yagi'],2023,9782221257289
3397,,,,,Journal d'un vide,['Emi Yagi'],2023,9782221257272
3398,,,,,Frau Shibatas geniale Idee,['Emi Yagi'],2021,9783455012606
3399,,,,,Il diario geniale della signorina Shibata,['Emi Yagi'],2022,9788835716808
3400,,,,,Frau Shibatas geniale Idee,['Emi Yagi'],2022,9783455014488
3401,,,,,Il diario geniale della signorina Shibata,['Emi Yagi'],2022,9788804746577
3402,,,,,Christ in Japanese Culture,['Emi Mase-Hasegawa'],2008,9789004165960
3403,,,,,The Breaker,['Nick Petrie'],2021,9780525535478
3404,,,,,The Runaway,['Nick Petrie'],2022,9780525535508
3405,,,,,Tear It Down,['Nick Petrie'],2019,9780525542148
3406,,,,,Burning Bright,['Nick Petrie'],2017,9780735217386
3407,,,,,The Drifter,['Nick Petrie'],2022,9780593422571
