,author,title,datepublished,isbn13
13022,['Heather Gudenkauf'],Missing Pieces,2016,9780778318651
13023,['Heather Gudenkauf'],Not a Sound,2017,9781460396650
13024,['Heather Gudenkauf'],One Breath Away,2020,9781488076008
13025,['Heather Gudenkauf'],The Weight of Silence,2016,9780778319375
13026,['Heather Gudenkauf'],Little Lies,2014,9781459256170
13027,['Heather Gudenkauf'],These Things Hidden,2020,9781488074011
13028,['Heather Gudenkauf'],This Is How I Lied,2020,9781488056291
13029,['Heather Gudenkauf'],Little Mercies,2017,9781488029882
13030,['Heather Gudenkauf'],Everyone Is Watching,2024,9780778310792
13031,['Heather Gudenkauf'],Behind the Silence,2009,9781921796197
13032,['Heather Gudenkauf'],Before She Was Found,2019,9781488095429
13033,['Heather Gudenkauf'],Before She Was Found,2019,9781848457362
13034,"['Mary Kubica', 'Heather Gudenkauf', 'Kaira Rouda', 'Graeme Cameron']",Keep One Eye Open,2018,9781488038204
13035,"['Alex Brunkhorst', 'Karma Brown', 'Mary Kubica', 'Jason Mott', 'Heather Gudenkauf']",The Next Page: A Fiction Sampler for Book Clubs,2015,9781460391259
13036,['Heather Gudenkauf'],The Weight of Silence - Nada-nada Sunyi,2013,9789792269987
13037,['Heather Gudenkauf'],Huésped de una noche,2023,9788418711794
13038,['Heather Gudenkauf'],Broer,2021,9788726863543
13039,['Heather Gudenkauf'],Le souffle suspendu,2013,9782280278454
13040,['Heather Gudenkauf'],Un ospite per la notte,2023,9788822775948
13041,['Heather Gudenkauf'],O hóspede noturno,2023,9788550819327
13042,['Heather Gudenkauf'],Huesped de una noche,2023,9788418711787
13043,['Heather Gudenkauf'],L'écho des silences,2012,9782280263719
13044,['Heather Gudenkauf'],Il peso del silenzio,2014,9788865081235
13045,['Heather Gudenkauf'],These Things Hidden - Segala yang Tersembunyi,2015,9786020317922
13046,['Heather Gudenkauf'],Prekonoćni gost,2023,9789532891348
13047,['Heather Gudenkauf'],Voor mijn zusje,2012,9789032512699
13048,['Heather Gudenkauf'],In stilte gehuld,2012,9789032512309
13049,['Al Sharpton'],The Rejected Stone,2014,9781936399659
13050,['Al Sharpton'],Rise Up,2020,9781488077463
13051,['Al Sharpton'],Righteous Troublemakers,2022,9780369719126
13052,['Al Sharpton'],Al on America,2003,9780758203519
13053,"['Louis Farrakhan', 'Lenora Fulani', 'Al Sharpton']",Independent Black Leadership in America,1990,9780962862144
13054,"['Mary C. Curtis', 'Christopher Buckley', 'Mark Ulriksen', 'Angela Wright Shannon', 'Keith Olbermann', 'Jacob Heilbrunn', 'Joan Walsh', 'Marcos Breton', 'Stephen Mack Jones', 'Bronwen Hruska', 'Steve Kettmann', 'Will Rayman', 'Denver Riggleman', 'Susan Bro', 'Howard Bryant', ""Stewart O'Nan"", 'Cynthia Tucker', ""Nancy E O'Malley"", 'Wesley K Clark', 'Addie Tsai', 'Rosanna Arquette', 'Anthony Scaramucci', 'Hussein Ibish', 'Sandy Alderson', 'Amanda Renteria', 'Bruce Arena', 'Terry McAuliffe', 'Stephanie Salter', 'Doug Sovern', 'Ken Korach', 'J-L Cauvin', 'Dusty Baker', 'Kuji Chahal', 'Michael Powell', 'Antonia Hitchens', 'Art Cullen', 'Sophia Lear']",Now What?,2020,9780960061594
13055,['Al Sharpton'],Untitled - Killing Martin,2014,9781936399697
13056,['Katie McGarry'],Nowhere But Here,2016,9780373212095
13057,['Katie McGarry'],Crash Into You,2017,9781488091674
13058,['Katie McGarry'],Take Me On,2017,9781488091681
13059,['Katie McGarry'],Dare You To,2013,9780373210985
13060,['Katie McGarry'],Pushing the Limits,2017,9781488086380
13061,['Katie McGarry'],Long Way Home,2017,9781488015267
13062,['Katie McGarry'],Echoes Between Us Sneak Peek,2019,9781250764072
13063,['Katie McGarry'],Echoes Between Us,2020,9781250196064
13064,['Katie McGarry'],Say You'll Remember Me,2018,9781488015540
13065,['Katie McGarry'],Only a Breath Apart,2019,9781250193858
13066,['Shirlee McCoy'],Out of Time,2018,9781488099922
13067,['Shirlee McCoy'],Gone,2018,9781488088056
13068,['Shirlee McCoy'],Evidence of Innocence,2021,9781488072345
13069,"['Shirlee McCoy', 'Hope White']",The Christmas Target and Hidden in Shadows,2021,9780369717177
13070,['Shirlee McCoy'],Defender for Hire,2013,9780373445448
13071,['Shirlee McCoy'],Hidden Witness,2020,9781488061288
13072,['Shirlee McCoy'],Running Scared,2010,9781426860812
13073,['Shirlee McCoy'],Secrets and Lies,2016,9781488008580
13074,['Shirlee McCoy'],Valiant Defender,2018,9781488088285
13075,['Shirlee McCoy'],Falsely Accused,2020,9781488060984
13076,"['Shirlee McCoy', 'Valerie Hansen']",Dangerous Secrets/Secrets and Lies/Search and Rescue,2020,9781867205852
13077,['Shirlee McCoy'],Missing Persons,2008,9781426813023
13078,"['Shirlee McCoy', 'Margaret Daley']",Search and Recover,2021,9780369700278
13079,['Shirlee McCoy'],Her Christmas Guardian & Protective Instincts,2018,9781488096952
13080,['Shirlee McCoy'],Home at Last,2019,9781420145274
13081,['Shirlee McCoy'],Blizzard Showdown,2021,9780369716286
13082,['Shirlee McCoy'],Fugitive,2013,9780373445370
13083,['Shirlee McCoy'],Delayed Justice,2020,9781488061455
13084,['Shirlee McCoy'],Valley of Shadows,2009,9781426844065
13085,['Shirlee McCoy'],Still Waters,2004,9780373785100
13086,['Shirlee McCoy'],Cold Case Murder,2009,9781426830402
13087,['Shirlee McCoy'],Little Girl Lost,2009,9781426847165
13088,['Shirlee McCoy'],Mystery Child,2016,9781489214188
13089,['Shirlee McCoy'],Night Stalker,2018,9781488087806
13090,['Shirlee McCoy'],Running for Cover and Running Scared,2015,9780373601448
13091,['Shirlee McCoy'],Bodyguard,2017,9781488019371
13092,['Shirlee McCoy'],The Orchard at the Edge of Town,2015,9781420132397
13093,['Shirlee McCoy'],Her Christmas Guardian,2014,9781460344170
13094,['Shirlee McCoy'],The Protector's Promise,2008,9781426824685
13095,['Mary Kubica'],The Good Girl,2014,9781460330197
13096,['Mary Kubica'],Every Last Lie,2017,9781460396698
13097,['Mary Kubica'],When the Lights Go Out,2018,9781488023576
13098,['Mary Kubica'],Local Woman Missing,2021,9781488073960
13099,['Mary Kubica'],The Other Mrs.,2020,9781488099601
13100,['Mary Kubica'],Pretty Baby,2016,9780778318743
13101,['Mary Kubica'],Just the Nicest Couple,2023,9780369718273
13102,['Mary Kubica'],Don't You Cry,2016,9781459294868
13103,['Mary Kubica'],Nothing As It Seems,2018,9781488049842
13104,['Mary Kubica'],The Good Girl,2015,9780778317760
13105,['GB Tran'],Vietnamerica,2011,9780345508720
13106,['Gia Bao Tran'],Vietnamérica,2011,9788467906776
13107,['Allegra Jordan'],The End of Innocence,2014,9781492603849
13108,['Allegra Jordan'],Harvard 1914,2012,9780988203105
13109,['Allegra Jordan'],A Splendorful Path,2020,9798672318332
13110,['Allegra Jordan'],We Interrupt These Wars,2019,9781697650341
13111,['Allegra Jordan'],The Light of Borrowed Splendor,2021,9798538920051
13112,['Allegra L Jordan'],Love's Red Door,2020,9798649791694
13113,['Allegra Jordan'],La fine dell'innocenza,2017,9788863937541
13114,['Allegra Taylor'],A Kibbutz in Israel,1987,9780822516781
13115,['Elly Awesome'],How to Feel Awesome Every Day,2018,9781492670087
13116,['Elly Emerson'],Animal Coloring Book For Kids,2021,9780631014126
13117,['Elly Fattore'],Imagine If You Will,2017,9781543400649
13118,['Elly Emerson'],Supercar Coloring Book,2021,9798598377789
13119,"['Elly Ferchoff', 'Ava Ferchoff', 'Bella Ferchoff']",ABC I AM Me - The Animal Edition,2020,9798616173621
13120,['Elly Calendar'],The Seven Deadly Sin Calendar 2021-2022,2021,9798599911999
13121,['Elly Maker'],Crochet Patterns And Projects,2021,9781803127217
13122,['Elly Lacey'],Common Entrance 13+ English Revision Guide,2022,9781398322639
13123,"['Raleigh Briggs', 'Robyn Jasko', 'Elly Blue']",The Urban Homesteader,2015,9781621065760
13124,['Elly Blake'],The Frostblood Saga Omnibus,2020,9780316706445
13125,['Elly Blake'],Nightblood,2018,9780316273350
13126,['Elly van Gelderen'],A History of the English Language,2006,9789027293244
13127,"['Laura Brown', 'Elly Kramer']",Trillium Sisters 2: Bestie Day,2021,9781645950165
13128,['Elly Griffiths'],The Outcast Dead,2014,9780547792774
13129,['Elly Blue'],Everyday Bicycling,2015,9781621069379
13130,"['Laura Brown', 'Elly Kramer']",Trillium Sisters 1: The Triplets Get Charmed,2021,9781645950141
13131,['Elly van Gelderen'],An Introduction to the Grammar of English,2010,9789027288622
13132,"['Shane Clifton', 'Elly Clifton']",Husbands Should Not Break,2015,9781498225793
13133,['Elly-Royce Laurens'],Bargain for Love,2003,9781412002554
13134,"['Laura Brown', 'Elly Kramer']",Trillium Sisters 3: Fashionable Disaster,2022,9781645951032
13135,['Elly Swartz'],Dear Student,2022,9780593374122
13136,['Elly Lacey'],Common Entrance 13+ English for ISEB CE and KS3 Textbook Answers,2021,9781398347526
13137,['Elly Blake'],Frostblood,2017,9780316273268
13138,['Elly Driss'],The Curse of The Cat Lady,2009,9789675234279
13139,['Elly Swartz'],Finding Perfect,2016,9780374303136
13140,"['Elly Barnes', 'Anna Carlile']",How to Transform Your School into an LGBT+ Friendly Place,2018,9781784506841
13141,['Elly Lacey'],Common Entrance 13+ English for ISEB CE and KS3,2021,9781398321526
13142,['Elly Sienkiewicz'],Elly Sienkiewicz's Beloved Baltimore Album Quilts,2010,9781571208484
13143,['Elly H. Castle'],The Kingdom of Tulopis and Me,2014,9781491893647
13144,['Chelsea Sedoti'],As You Wish,2018,9781492642329
13145,['Chelsea Sedoti'],The Hundred Lies of Lizzie Lovett,2017,9781492636090
13146,['Chelsea Sedoti'],Tell Me What Really Happened,2023,9781492673064
13147,['Chelsea Sedoti'],It Came from the Sky,2020,9781492673033
13148,"['Pantheon Magazine', 'Nathan Beauchamp', 'Richard Thomas', 'Chelsea Sedoti', 'Leah Erickson']",Pantheon Magazine Ares July 2014,2014,9781500417895
13149,['Chelsea Sedoti'],Toen waren er nog vier,2022,9789026164378
13150,['Emily Levesque'],The Last Stargazers,2020,9781492681083
13151,['Emily Levesque'],The Last Stargazers Extended Excerpt,2020,9781728235516
13152,['Emily Levesque'],Astrophysics of Red Supergiants,2017,9780750313308
13153,"['Henny J. G. L. M. Lamers', 'Emily M. Levesque']",Understanding Stellar Evolution,2018,9780750312790
13154,"['Holly Barry', 'Ramona Du Houx', 'Dawn Renée Levesque', 'Emily Marie Cornell du Houx']",Wisdom of Bear,2006,9781882190508
13155,['Jodie Shepherd'],Rosita and the Beanstalk,2010,9781599226347
13156,"['Adam Cordeiro', 'Emily Nelson']",Minecraft Construction For Dummies,2014,9781118968413
13157,['Kelly Simmons'],Standing Still,2009,9780743289733
13158,['Kelly Simmons'],The Bird House,2011,9781439164051
13159,['Kelly Simmons'],Where She Went,2019,9781492687511
13160,['Kelly Simmons'],The Fifth of July,2017,9781492651802
13161,['Kelly Simmons'],One More Day,2016,9781492618652
13162,['Kelly Simmons'],Not My Boy,2021,9781728217673
13163,"['Patty Rowland Burke', 'Kelly Simmons']",Beating the Odds,2020,9781604919851
13164,['Kelly Simmons'],The Birdhouse,2011,9781848543799
13165,['Kelly Simmons'],I Was A Foster Failure,2020,9781645594635
13166,['Kelly Simmons'],Miss P Goes to Church,2022,9781638148876
13167,['Kelly Simmons'],Penny's Trip to The Zoo,2021,9781644682159
13168,['Akelvon Kelly-Simmons'],Life: A Deeper Look Through The Eyes Of Poetry,2015,9789768308740
13169,"['Kelly S. Potter', 'Joseph H. Simmons']",Optical Materials,2021,9780128226490
13170,['Kelly Simmons'],Not My Boy,2021,9781728217680
13171,['Kelly Simmons'],The Shortest Years,2022,9798364078094
13172,['David Stout'],A Child Is Missing,2014,9781497663329
13173,['David Stout'],Night of the Ice Storm,2014,9781497663237
13174,['David Stout'],The Kidnap Years,2020,9781492694809
13175,['David Stout'],Boy in the Box,2008,9780762798681
13176,['David Stout'],Carolina Skeletons,2011,9781453234259
13177,"['Gary Cokins', 'Edward Blocher', 'David Stout', 'Paul Juras']",Loose-Leaf for Cost Management: A Strategic Emphasis,2015,9781259293078
13178,['David Stout'],The Boy in the Box,2008,9781599212692
13179,"['Paul Juras', 'Gary Cokins', 'David Stout', 'Edward Blocher']",SmartBook Access Card for Cost Management: A Strategic Emphasis,2016,9781259564567
13180,"['Edward Blocher', 'Gary Cokins', 'David Stout', 'Paul Juras']",Cost Management: A Strategic Emphasis,2012,9780078025532
13181,['David Halberstam'],Everything They Had,2015,9780316312233
13182,"['Edward Blocher', 'David Stout', 'Gary Cokins', 'Kung Chen']",Study Guide to accompany Cost Management,2006,9780073128177
13183,['David Stout'],Carolina Skeletons,2014,9781468308549
13184,['David Stout'],Night of the Devil,2003,9780940159709
13185,"['Edward Blocher', 'David Stout', 'Gary Cokins', 'Kung Chen']",Cases & Readings to accompany Cost Management,2006,9780073128191
13186,['David A.J. Seargent'],Plurality and Continuity,2012,9789400951310
13187,['David Stout 1885 Jennings'],EFFECT OF CERTAIN COLLOIDAL SU,2016,9781361990490
13188,"['David Stout', 'National Research Council (U.S.)', 'Joseph M. Peters']",A Sampler of National Science Education Standards,2005,9780131716056
13189,['Russell Edwards'],Naming Jack the Ripper,2014,9781493014071
13190,"['Neil T. Choplin', 'Russell P. Edwards']",Visual Fields,1998,9781556423635
13191,"['John T. Lowe', 'Daniel N. Gullotta']","Jonathan Edwards within the Enlightenment: Controversy, Experience, & Thought",2020,9783647564883
13192,['Jesse Freidin'],Finding Shelter,2017,9781493025107
13193,"['Jesse Freidin', 'Robert Garofalo', 'Zach Stafford', 'Christina Garofalo']",When Dogs Heal,2021,9781728414645
13194,['Jesse Freidin'],The Taft-Hartley Act and Multi-employer Bargaining,2017,9781512816068
13195,['Jesse Paul Lehrke'],"The Transition to National Armies in the Former Soviet Republics, 1988-2005",2013,9780415688369
13196,"['Martin Luther King, Jr.']","Martin Luther King, Jr.: The Last Interview",2017,9781612196169
13197,['Martin King'],The Battle of the Bulge,2019,9781789507386
13198,['Martin King'],Searching for Augusta,2017,9781493029082
13199,"['Martin King', 'Michael Collins']",Triage,2021,9781642939774
13200,['Martin King'],Driving Back the Nazis,2021,9781398808393
13201,['Martin King'],"Men, Masculinity and the Beatles",2016,9781317097471
13202,['Martin King'],Battlefield Medics,2021,9781839405181
13203,"['Martin Luther King, III']","My Daddy, Dr. Martin Luther King, Jr.",2018,9780064462099
13204,"['Martin King', 'Ken Johnson', 'Michael Collins']",Warriors of the 106th,2017,9781612004594
13205,['Martin King Whyte'],Marriage in America,2000,9780742507715
13206,['Jeremy EVANS'],See You Tomorrow,2021,9781493053032
13207,['Jeremy Evans'],The Battle for Paradise,2015,9780803284722
13208,['Jeremy Evans'],In Search of Powder,2010,9780803228399
13209,['Jeremy Evans'],See You Tomorrow,2021,9781493053049
13210,['Jeremy Evans'],The Sailing Bible,2009,9781408102497
13211,['Jeremy Evans'],Polished Ruby Programming,2021,9781801077910
13212,['Jeremy Evans'],Cycling on Road and Trail,1995,9781852239213
13213,['Jeremy A. Evans'],The Problem of Evil,2013,9781433671807
13214,['Jeremy Evans'],Sailing,2007,9780756642174
13215,['Christopher Byrne'],"A Profile of the United States Toy Industry, Second Edition",2017,9781631576072
13216,['Christopher Byrne'],Funny Business,2015,9781601633880
13217,['Christopher Byrne'],Man of Much Importance,2023,9781493053773
13218,['Christopher Byrne'],Aristotle's Science of Matter and Motion,2018,9781487503963
13219,['Christopher Byrne'],A Profile of the United States Toy Industry,2013,9781606495100
13220,['Christopher Byrne'],Toy Time!,2013,9780385349130
13221,['Christopher Byrne'],"A Profile of the United States Toy Industry, Third Edition",2022,9781637422694
13222,"['Ric Kasini Kadour', 'Christopher Byrne']",Vermont Art Guide,2005,9780977139705
13223,['Christopher Byrne'],Neoliberalisms in British Politics,2018,9781351010719
13224,['Christopher Alan Byrne'],"Christopher Alan Byrne Rating of Angels, Archangels, Gods and Goddesses",2011,9781467982023
13225,"['Steven Blush', 'George Petros']",American Hardcore (Second Edition),2010,9781932595987
13226,['Steven Blush'],American Hair Metal,2006,9781932595185
13227,['Steven Blush'],New York Rock,2016,9781250083616
13228,['Steven Blush'],American Hair Metal,2023,9781627311489
13229,['Steven Blush'],When Rock Met Disco,2023,9781493063895
13230,"['Steven Blush', 'Paul Rachman', 'Tony Mann']",Lost Rockers,2016,9781576877661
13231,['Steven Blush'],When Rock Met Disco,2023,9781493063901
13232,['Steven Blush'],American Hardcore,2010,9781458787095
13233,['Steven Blush'],American Hardcore,2010,9782357790391
13234,['Steven Blush'],Bustin' Balls,2020,9781627310994
13235,['Steven Blush'],Camion Blanc,2018,9782378481018
13236,['Steven Blush'],New York rock. Dalla nascita dei Velvet Underground al declino del CBGB,2018,9788899770099
13237,['Steven Blush'],American punk hardcore,2007,9788888865331
13238,"['Paul Rachman', 'Steven Blush']",American Hardcore. La storia del punk americano 1980-1986. DVD. Con libro,2007,9788888865454
13239,['Steven Blush'],New York rock,2018,9782378481001
13240,"['Cox, Kit', 'Patrick, Den', 'Ewing, Al', 'Stone, David Lee', 'Oliver, Jonathan', 'McMahon, Gary', 'Lane, Andrew', 'Reynolds, Josh', 'Werner, C L', 'Frost, Toby', 'Spalding, Robert', 'Sills, Laurel', 'Whates, Ian', 'Taylor, Amy', 'Taylor, Andy', 'Salter, Richard', 'Peploe, Sarah', 'Lakin-Smith, Kim', 'Tallerman, David', 'Savile, Steven', 'Hill, Jenni', 'Worley, Alec']",Sharkpunk,2015,9781909679528
13241,['Steven James Petruccio'],Terrific Trucks Coloring Book,2021,9780486847320
13242,"['Steven Kolpan', 'Brian H. Smith', 'Michael A. Weiss', 'The Culinary Institute of America (CIA)']",WineWise,2008,9780471770640
13243,['Mark Steven Szekely'],Bring Doughnuts,2004,9781413719697
13244,['Steven Blush'],Amerykański hardcore,2018,9788363785376
13245,"['Thach N. Nguyen', 'Dayi Hu', 'Shao Liang Chen', 'Moo-Hyun Kim', 'Shigeru Saito', 'Cindy L. Grines', 'C. Michael Gibson', 'Steven R. Bailey']",Practical Handbook of Advanced Interventional Cardiology,2013,9780470670477
13246,"['G. Steven Sibbett', 'Louise Ferguson']",Olive Production Manual,2005,9781879906143
13247,['Steven Saylor'],Roman Blood,2007,9781429908580
13248,['Steven D. Vivian'],Prelude to Hemlock,2007,9781932482386
13249,['Steven Jay Rubin'],The James Bond Movie Encyclopedia,2020,9781641600859
13250,['Steven A. Epstein'],The Talents of Jacopo da Varagine,2015,9781501703607
13251,['Steven Lee Beeber'],The Heebie-Jeebies at CBGB's,2007,9781569762288
13252,['Steven Blakemore'],Crisis in Representation,1997,9780838637142
13253,"['Cohn', 'Stephen M. Cohn', 'Steven T. Brower']",Surgery,2012,9781607951094
